3.54641,3.07559,3.36826,3.50151,3.30802,3.58251,3.42256,3.33585,2.55835,1.77605,2.35915,2.70275,2.92210,3.78147,3.92938,3.51138,3.97674,4.80128,5.57487,4.41880,4.41214,3.89949,3.30728,3.62690,4.56359,5.77431,6.28312,5.88912,5.33563,4.65073,3.76806,3.86422,4.05661,3.89574,3.84890,3.80384,3.73074,3.21956,3.27846,3.19659,3.39262,0.00000,0.00000,0.00000
1.61302,1.52411,1.56572,1.92118,2.03206,2.27220,2.07871,2.07719,1.52111,1.33784,1.43648,0.99973,1.06820,4.18395,3.99600,3.07821,3.49646,3.57169,4.29484,4.43031,3.44425,4.78840,4.90211,4.92214,3.98933,3.88460,3.14400,3.28846,3.26231,3.41372,3.12431,3.53309,4.04486,4.44281,4.71388,4.04437,3.78089,3.20734,2.54008,2.04294,2.14194,0.08618,0.09535,0.10869
6.75493,5.86295,6.08314,5.78479,6.65735,7.03169,8.73560,8.58663,10.08778,8.97648,8.36523,8.54887,9.45262,13.16272,12.50281,12.90202,11.44938,12.73091,12.85095,12.62661,14.10319,14.39316,14.35507,13.70552,13.09816,10.26102,9.57481,10.12640,9.93446,10.54799,11.86366,12.39067,11.80392,12.80665,12.22880,13.11562,12.41815,12.74951,12.82029,11.44993,8.24372,0.15251,0.21416,0.22713
3.52494,4.18061,3.73364,3.25943,2.26791,2.18528,2.24850,2.40691,1.77048,2.09093,2.08499,1.72857,1.84208,2.39709,3.12016,4.02407,3.69135,3.24041,3.83901,4.84493,4.17939,3.62525,4.32929,3.93025,3.66937,3.46808,3.20845,3.39465,3.46623,3.14409,3.14950,3.24289,3.38536,2.85131,2.35869,2.98782,3.03243,2.92139,2.39907,2.53706,3.50846,0.00000,0.00000,0.00000
3.19961,3.46114,2.92351,3.23395,3.63136,3.31132,3.16561,2.80470,3.36589,2.26169,2.59991,2.32302,2.01469,4.97700,4.71593,4.69584,5.18595,5.81400,5.36047,3.19602,3.41506,3.69708,3.17287,2.98813,3.80554,4.44605,4.66160,5.09865,4.66018,3.41564,3.81129,4.47140,4.07581,5.21748,5.42734,4.20551,4.77668,4.27829,3.80072,3.77509,1.99845,0.01688,0.01052,0.01216
7.19419,7.70203,8.54507,7.99810,7.20724,8.02495,9.03410,9.35963,9.28544,8.79715,8.41175,8.23155,7.48103,13.70371,14.09301,14.41773,14.49728,13.72130,13.62484,13.57244,12.41027,14.07232,14.38018,14.49705,14.26664,14.19108,15.59062,17.86025,17.37680,17.53873,17.22908,17.41705,18.11288,16.89406,16.73703,16.96450,16.15142,16.86531,16.87509,16.60923,15.30462,0.15601,0.13966,0.10025
3.47682,3.85022,3.68164,3.50124,3.51569,4.61929,5.35929,5.09542,5.60940,5.14543,5.59190,5.02018,5.74169,12.28238,12.47916,12.70861,12.50035,11.51509,12.16049,12.57716,13.02142,13.76242,12.97779,14.23030,11.59269,11.27787,11.44775,9.35665,11.07236,12.62158,13.08001,12.43705,13.13398,13.91726,15.10961,13.04299,12.93685,13.07606,12.45838,12.62559,14.01017,0.64158,0.69814,0.69091
11.69539,12.76115,12.15284,12.51944,12.45055,11.48442,10.99114,13.64531,13.57447,13.13770,12.43908,14.66042,13.65084,17.24148,19.04595,18.33769,17.36655,17.50690,15.54985,14.33359,13.87590,13.22889,12.36852,12.04985,12.47975,13.93240,14.42683,14.98161,16.18367,16.57881,16.91500,16.20451,15.65971,14.56127,14.66430,14.44421,14.77798,15.40389,16.54463,16.34049,14.76773,0.17020,0.16632,0.18887
3.97875,4.67792,4.82170,4.07016,4.48455,4.74937,5.20610,5.27293,5.02107,5.35963,6.00539,6.47431,6.91424,9.42904,8.72147,8.18761,8.39207,9.39019,9.58398,10.43613,10.37553,9.93035,10.69097,10.86492,11.61584,11.14257,9.16034,8.85485,8.72814,9.25774,9.18546,8.69285,8.21210,8.55077,7.57579,9.04546,8.91244,9.21044,0.39151,8.61140,8.08165,0.24957,0.22376,0.22544
6.20991,6.02722,6.40646,7.02402,6.95286,8.74315,8.33125,10.17507,11.03712,9.49451,10.55670,10.87525,10.30198,13.09745,14.35748,14.43641,13.96579,13.46915,12.90988,13.14545,13.66746,13.54014,13.22063,12.25601,13.54031,13.25858,13.71850,12.85870,12.17214,13.81556,13.34493,12.99639,13.27469,12.06247,12.96917,13.04316,13.88023,13.43038,12.70113,13.05774,13.34330,0.92780,1.06004,1.15703
2.51809,2.68919,2.58879,2.57199,2.47577,2.91283,2.65829,2.46937,1.95117,2.14166,2.64719,3.07317,2.82207,2.61936,2.41337,2.21641,2.15877,3.30629,3.14702,3.72475,3.65913,2.92795,3.84746,3.09881,4.06454,3.80863,3.12389,2.58461,2.70012,2.75318,2.89918,2.87520,2.69195,2.67113,2.65757,3.58710,3.29445,3.18069,3.46119,3.09641,3.80351,0.11219,0.10543,0.09318
