0.15506,0.00308,0.17575,0.08785,0.08709,0.12850,0.09363,0.16456,0.29088,-0.35435,0.42458
0.13168,0.04039,0.16067,0.10000,0.01164,0.04914,0.10016,0.09515,0.29399,-0.38747,0.26174
0.06918,-0.02113,-0.00682,0.11119,-0.10261,-0.06225,0.05217,-0.02000,0.20490,-0.48584,0.12416
0.15890,-0.11402,0.09934,0.08158,-0.06687,-0.02781,0.03989,0.00361,0.26168,-0.24211,0.10524
0.24740,-0.19336,0.15438,0.06322,-0.07796,-0.01265,0.02022,-0.00743,0.27760,-0.11045,0.06787
0.20396,-0.14094,0.27538,0.03727,-0.06119,-0.02142,-0.00621,0.00837,0.22609,0.13086,0.02686
0.13305,-0.16468,0.18402,0.02939,-0.06725,-0.04482,0.03545,0.01470,0.13750,0.08034,0.17577
0.14473,-0.17584,0.17565,0.04339,-0.07742,-0.07433,0.02609,0.02600,0.12061,-0.04186,0.11485
0.17618,-0.07788,0.30857,0.12980,0.00679,0.04677,0.12122,0.12616,0.17165,0.07823,0.15007
0.23899,-0.14627,0.28841,0.20433,0.00534,0.06194,0.13601,0.09252,0.20438,-0.00255,0.11330
0.18103,-0.19381,0.17917,0.16647,-0.07838,0.02611,0.00094,-0.01841,0.15225,-0.16116,0.05821
0.16281,-0.22909,0.12374,0.16379,-0.09534,-0.02535,-0.10119,-0.02765,0.12042,-0.20933,-0.01495
0.13501,-0.32211,-0.00678,0.06797,-0.10137,-0.09832,-0.17726,-0.06389,0.02018,-0.30011,-0.14666
0.13866,-0.36038,-0.00654,0.07075,-0.10570,-0.07670,-0.12780,-0.05254,-0.01200,-0.26829,-0.09764
0.14084,-0.35487,0.18027,0.05894,-0.06056,-0.03893,-0.12500,0.00200,0.03654,-0.19686,-0.15304
0.08614,-0.31822,0.12148,0.04046,-0.08224,-0.06033,-0.13459,-0.02940,-0.04131,-0.22974,-0.18021
0.06868,-0.21359,0.08820,-0.01182,-0.05388,-0.04342,-0.11538,-0.04517,-0.01983,-0.22210,-0.12270
0.06323,-0.23391,-0.01636,-0.02204,-0.03461,-0.06160,-0.14255,-0.07765,-0.02293,-0.29518,-0.10185
0.08355,-0.20384,-0.05820,-0.03998,-0.05483,-0.06879,-0.13432,-0.10120,-0.01316,-0.29863,-0.09390
-0.04370,-0.25491,-0.10878,-0.12091,-0.06936,-0.10243,-0.18262,-0.17817,0.02084,-0.28096,-0.14225
-0.12483,-0.30160,-0.10886,-0.14664,-0.13509,-0.15649,-0.18736,-0.22429,-0.02552,-0.28612,-0.17851
-0.11224,-0.19950,-0.03614,-0.12986,-0.12668,-0.10410,-0.12130,-0.14191,0.04266,-0.22470,-0.16272
-0.09794,-0.13910,-0.00632,-0.10103,-0.07752,-0.07102,-0.05676,-0.09414,0.16252,-0.07741,-0.09729
-0.02925,0.00213,0.09635,-0.04782,0.01505,0.03614,0.09029,-0.01694,0.24013,0.09460,0.04475
0.10702,0.13498,0.28883,0.03540,0.11478,0.17103,0.24217,0.07361,0.50271,0.29058,0.18991
0.16768,0.16079,0.37837,-0.00708,0.13264,0.13795,0.10146,0.11656,0.71707,0.33613,0.13834
0.30521,0.20863,0.43159,0.02989,0.20397,0.22549,0.15664,0.22231,0.73609,0.56224,0.26344
0.49144,0.19688,0.57154,0.06379,0.25386,0.31755,0.12819,0.27477,1.63566,0.62740,0.44629
0.47527,0.07402,0.50669,0.08669,0.18936,0.24007,0.09087,0.23046,0.91880,0.37612,0.31533
0.50796,0.11625,0.52039,0.11360,0.25850,0.26635,0.15759,0.28368,0.63755,0.40584,0.28005
0.43155,0.17815,0.61085,0.14119,0.35916,0.31149,0.21501,0.35423,0.66124,0.53776,0.29082
0.55028,0.24960,0.69137,0.25154,0.38312,0.45271,0.32372,0.42274,0.71877,0.55833,0.44432
0.61993,0.26050,0.62482,0.26890,0.36174,0.45119,0.24954,0.37565,0.69118,0.55672,0.43766
0.54048,0.20276,0.51239,0.23938,0.39131,0.32302,0.23944,0.34163,0.50458,0.59967,0.31354
0.34519,0.08840,0.35755,0.16891,0.31153,0.21060,0.19473,0.25400,0.34326,0.34572,0.15595
0.35834,0.02817,0.34461,0.13146,0.28763,0.16436,0.14467,0.24531,0.39310,0.40459,0.10465
0.37590,0.04369,0.26456,0.11667,0.39919,0.12543,0.10059,0.24370,0.36337,0.27694,0.17089
0.31663,0.09967,0.18740,0.10964,0.34556,0.13733,0.11719,0.18179,0.35551,0.24425,0.23617
0.36363,0.14683,0.20045,0.08711,0.40739,0.15277,0.13079,0.19844,0.33979,0.23953,0.20233
0.34974,0.16762,0.16210,0.04342,0.44039,0.10742,0.08254,0.19775,0.34419,0.32739,0.20271
0.33971,0.15932,0.22649,0.07486,0.49165,0.13581,0.10510,0.23516,0.38656,0.58207,0.27977
0.25321,0.13852,0.26014,0.08339,0.38197,0.13954,0.11722,0.21065,0.41125,0.73670,0.24421
0.19090,0.03374,0.19231,0.08058,0.29672,0.07983,0.06996,0.13537,0.30235,0.62962,0.20114
0.22514,0.05848,0.14583,0.04139,0.43544,0.06079,0.06354,0.16345,0.25283,0.83498,0.24287
0.25487,0.06730,0.12896,0.02857,0.49452,0.04082,0.10228,0.22446,0.23334,0.72059,0.23367
0.15195,0.04166,0.04706,0.00283,0.40710,0.02605,0.08853,0.14787,0.29082,0.55660,0.27519
0.19075,0.06616,0.09721,0.03336,0.35755,0.08295,0.09893,0.18127,0.40581,0.57749,0.34274
0.15716,0.06110,0.08302,0.02009,0.41818,0.08301,0.08954,0.13116,0.37230,0.45823,0.34675
0.16093,0.06691,0.15746,0.04578,0.42703,0.13211,0.14332,0.14019,0.42965,0.59294,0.37646
0.16636,0.04575,0.19794,0.06290,0.50923,0.12452,0.15752,0.16114,0.38076,0.69305,0.31687
0.10300,-0.01596,0.10243,0.06792,0.50337,0.09442,0.12695,0.11938,0.36882,0.63923,0.35196
0.08689,-0.07039,0.06399,0.08247,0.34874,0.10651,0.13141,0.10713,0.25724,0.47098,0.25604
0.06458,-0.05905,0.04357,0.04871,0.32556,0.13342,0.11927,0.09050,0.25399,0.40633,0.17114
0.11927,-0.06595,0.04031,0.03191,0.35999,0.12272,0.09225,0.09777,0.25614,0.43429,0.18581
0.23140,-0.02645,0.05034,0.02355,0.43913,0.13978,0.13833,0.14608,0.36401,0.46928,0.20536
0.18699,0.03920,0.05903,0.02213,0.24521,0.13571,0.12792,0.16295,0.38970,0.28092,0.13734
0.15125,0.06378,0.06865,0.04962,0.18225,0.18063,0.14432,0.19272,0.44652,0.26580,0.11860
0.34790,0.06131,0.12631,0.04534,0.30304,0.22390,0.10176,0.28142,0.43253,0.38477,0.07694
0.37624,0.07147,0.06967,0.05302,0.32802,0.20485,0.05514,0.27310,0.33712,0.33422,0.06972
0.24134,0.09856,0.00413,0.05137,0.15945,0.15446,0.04683,0.21139,0.25155,0.20447,0.05645
0.24375,0.11880,-0.05642,0.06253,0.19486,0.13904,0.06530,0.17256,0.22902,0.11130,0.05151
0.22603,0.18186,-0.06894,0.08397,0.18653,0.16898,0.11404,0.13913,0.29052,0.15761,0.08788
0.21286,0.26520,0.02803,0.11499,0.04483,0.19723,0.14776,0.16606,0.32760,0.20228,0.04630
0.31497,0.37871,0.11984,0.13154,0.15543,0.23618,0.21976,0.23097,0.42946,0.25757,0.14455
0.33496,0.35138,0.09794,0.11714,0.21442,0.17106,0.18638,0.17635,0.36819,0.20316,0.19318
0.30841,0.41040,0.08476,0.12871,0.24069,0.17591,0.17155,0.15917,0.36430,0.15290,0.20936
0.23160,0.41151,0.10316,0.14541,0.11137,0.18807,0.15809,0.15597,0.37719,0.13702,0.17284
0.29097,0.36096,0.14641,0.14284,0.17529,0.19451,0.14569,0.16109,0.42676,0.17413,0.24729
0.32649,0.32765,0.11240,0.10758,0.17135,0.13206,0.10055,0.09590,0.27291,0.18851,0.27215
0.32870,0.39749,0.17548,0.16128,0.19777,0.14844,0.18992,0.09060,0.29705,0.20595,0.38479
0.34237,0.43809,0.29211,0.14890,0.26462,0.17157,0.24359,0.13963,0.28043,0.35327,0.39890
0.59653,0.39769,0.34000,0.15431,0.38416,0.25056,0.22426,0.21079,0.23976,0.53758,0.27881
0.66615,0.38087,0.39686,0.14582,0.34413,0.22692,0.18400,0.27545,0.13957,0.68222,0.23051
0.53487,0.26603,0.37674,0.11398,0.23419,0.13375,0.12188,0.26290,0.04088,0.49229,0.18340
0.68024,0.24481,0.34366,0.10820,0.42898,0.11392,0.12021,0.26683,0.04444,0.45978,0.21187
0.77122,0.21594,0.29575,0.12828,0.44768,0.11283,0.15108,0.24367,0.06641,0.53048,0.20258
0.63258,0.11303,0.13859,0.12766,0.30689,0.03840,0.16338,0.18167,-0.01862,0.42237,0.18575
0.71482,0.08601,0.15625,0.14139,0.31072,0.03115,0.17703,0.18212,-0.06444,0.48074,0.18499
0.68585,-0.00951,0.04257,0.08539,0.32809,-0.05307,0.09841,0.08980,-0.17615,0.28469,0.14382
0.63989,-0.04876,0.01015,0.06925,0.27474,-0.04962,0.04546,0.07908,-0.19922,0.15658,0.03739
