1.35367,1.41132,1.47640,1.59017,1.56446,1.53853,1.53465,1.58528,1.67332,1.50734,1.47634,1.68199,1.65081,2.54256,2.42264,2.64381,2.59524,2.62481,2.66911,2.47225,2.37127,2.40097,2.47498,2.15717,2.08803,2.18395,2.20653,2.14604,2.14319,2.15737,2.14000,2.55449,2.59882,2.30194,2.25430,2.11460,2.40193,2.30905,2.40318,2.33300,2.27933,2.06955
3.76678,3.79176,3.96115,4.08646,3.86760,4.09547,4.07538,3.97837,3.99752,4.13244,4.59402,4.46243,4.22171,7.71636,7.27259,7.66533,8.28214,7.26664,7.68211,7.47384,7.45704,7.66960,8.06589,9.35569,9.65578,10.17590,9.60586,10.03908,9.92144,10.17895,10.07302,10.12979,10.02606,9.89644,10.47459,9.94111,9.95303,10.01446,10.12866,10.25093,10.27084,10.62549
5.56852,5.96560,5.71403,6.16924,5.85956,5.95026,6.39324,6.35055,6.52308,6.82427,6.37388,6.64028,6.86922,7.51952,7.71774,8.06693,7.87769,7.61659,7.51675,7.51137,7.92975,8.52013,8.62452,9.17878,9.12821,9.06657,8.84042,8.96943,8.48441,8.66696,8.84848,8.53794,9.04321,9.48791,9.83450,10.11482,9.63692,9.94204,10.07544,9.84566,9.40619,9.45683
9.81180,9.15030,9.62737,9.51031,8.50881,8.54118,8.90220,8.87134,8.76775,8.79869,9.91963,9.26990,8.84644,10.35325,9.54243,9.50475,8.81685,8.94436,8.56083,8.88781,9.06228,9.05339,8.90867,9.34512,9.41606,9.83592,10.04211,9.43542,8.95415,8.85566,8.63216,7.79690,7.94654,7.40391,7.00236,6.83272,7.48082,7.50013,7.51851,7.88020,7.47972,8.06920
9.76655,9.64272,9.52444,9.96910,11.02781,11.34040,11.33556,10.43094,10.24267,9.69580,9.75762,9.90389,9.62844,10.12159,9.88135,10.08691,9.53608,10.03313,10.14000,8.76244,8.11515,7.86297,7.80552,6.81895,6.34439,6.63660,7.22043,7.17219,7.45962,6.48739,5.96198,5.96914,6.01024,5.69825,6.27420,5.96093,5.24055,5.38878,5.02512,4.48341,4.31254,2.62544
12.48632,13.81747,13.59759,12.61008,12.85203,12.28833,12.88549,11.79072,11.76214,12.54939,11.98055,13.00164,13.23786,14.10136,14.71805,14.57457,14.72622,14.31596,14.39041,14.71875,15.05513,14.71025,15.52208,15.41731,15.27074,14.43785,14.14306,14.61299,16.50145,16.11554,16.23057,16.32800,16.69372,16.88976,16.09599,15.75394,15.74697,15.37196,16.01905,15.77358,15.76015,13.88924
11.07644,9.78195,9.62720,9.83691,8.79489,9.26878,9.65942,9.59530,9.78783,9.59746,10.16871,10.34002,10.21762,12.83547,12.93313,13.24123,13.58329,13.30592,13.62679,14.37027,14.51419,15.89076,16.72504,15.76304,16.08185,15.31585,15.67471,15.34701,14.25032,14.42433,15.00268,14.91053,14.19881,13.96178,14.15790,15.19708,15.58146,14.68452,14.31335,13.69854,14.14538,15.09307
9.42285,10.02468,9.90925,9.91311,10.22638,10.18526,9.69657,9.29679,9.68728,9.27927,9.14164,8.79854,9.00563,9.54755,9.81505,10.53753,10.52667,10.46154,10.00752,10.19675,10.28923,10.42244,10.36303,10.20953,10.12549,10.26278,10.26733,10.16355,10.50328,10.27908,10.46935,10.35047,10.43203,10.36694,9.75585,9.93669,9.36699,9.74618,9.69215,9.71067,9.26014,8.06752
0.89894,1.03469,1.10211,1.14907,1.15464,1.18947,1.51130,1.49656,1.73388,1.75757,1.81720,1.76769,1.74613,2.35704,2.06687,2.07152,2.05857,2.18077,2.21366,2.26973,2.33616,2.61333,2.47595,2.67783,2.71252,2.99924,3.18404,3.01730,2.85305,2.89513,2.88660,2.92298,2.85951,2.70511,2.82868,2.63645,2.92121,3.06958,3.04108,3.19183,2.90259,2.98070
12.35240,12.68664,12.59822,13.02275,13.04986,12.46610,13.27130,13.74396,13.94577,14.67484,14.27732,13.68312,12.40322,13.40781,12.97713,13.04439,13.02596,13.29159,13.90412,13.95909,14.17878,14.26172,14.48550,14.26759,13.82968,14.04334,13.14867,14.13447,14.12262,14.91092,14.91783,15.39350,16.08634,16.77276,17.36841,18.05881,16.99993,17.97495,18.10872,18.37122,19.41167,21.43372
2.59972,2.58258,2.77737,2.75135,2.49228,2.49149,2.66511,2.80283,2.68270,2.67705,3.23518,3.12157,2.86790,3.38378,3.00324,2.90147,2.86303,3.00708,2.84219,3.01220,3.10933,2.97166,2.81697,3.11221,2.93697,3.41279,3.53446,3.24189,3.13587,3.14190,3.11702,3.05012,2.90393,2.83895,2.91987,2.81333,3.29015,3.30749,3.29721,3.55723,3.29695,3.53750
