0.00000,0.03055,0.75710,-0.12624,0.34397,-0.24673,-0.10183,0.16535,0.00000,-0.35099,0.00000
0.00000,0.02373,0.55473,-0.05800,0.38058,-0.28418,-0.10084,0.14017,0.00000,-0.34948,0.00000
0.00000,-0.00029,0.19840,-0.05761,0.10412,-0.35324,-0.14782,0.01481,0.00000,-0.48059,0.00000
0.10883,-0.00026,0.37546,0.17331,0.16935,-0.26834,-0.13877,-0.00574,0.00000,-0.36164,0.00000
0.35170,0.01224,0.55468,0.42478,0.20008,-0.20543,-0.05994,-0.01490,0.00000,-0.21929,0.00000
0.40643,0.04912,0.73724,0.35628,0.09050,-0.07868,-0.02835,0.02674,0.00000,0.07609,0.00000
0.12981,0.03472,0.53208,0.11822,-0.10789,-0.11033,-0.02259,0.02255,0.00000,0.03260,0.00000
0.00450,0.00582,0.56092,0.09271,-0.16251,-0.20387,-0.08994,0.02392,0.00000,-0.06582,0.00000
-0.02962,0.01225,0.67194,0.21793,-0.08594,-0.00968,0.04255,0.11078,0.00000,0.10584,0.00000
-0.06249,0.00288,0.49439,0.24668,0.06833,-0.01728,0.04621,0.12293,0.00000,0.02741,0.00000
-0.10535,-0.00047,0.31529,0.41117,-0.10425,-0.17244,-0.15451,0.07724,0.00000,-0.20310,0.00000
-0.35001,0.00249,0.16327,0.36520,-0.15171,-0.15462,-0.29395,0.04833,0.00000,-0.26044,0.00000
-0.53388,0.00097,0.02990,0.36710,-0.08243,-0.19442,-0.31560,-0.03958,0.00000,-0.31340,0.00000
-0.51120,-0.00445,-0.01460,0.53661,-0.09055,-0.20880,-0.26723,-0.06464,0.00000,-0.39209,0.00000
-0.50120,0.01206,0.19201,0.51861,0.04106,-0.12283,-0.25734,-0.00076,0.00000,-0.31020,0.00000
-0.52404,0.01391,0.20712,0.30125,-0.02635,-0.19890,-0.25272,0.01389,0.00000,-0.34239,0.00000
-0.45377,0.01158,0.15585,0.19358,-0.00992,-0.20000,-0.27006,0.00805,0.00000,-0.30362,0.00000
-0.44402,-0.01284,0.06004,0.17812,0.08114,-0.22969,-0.29385,-0.02319,0.00000,-0.36823,0.00000
-0.42005,-0.01588,0.01168,0.10727,0.07402,-0.23383,-0.25208,-0.03526,0.00000,-0.36868,0.00000
-0.44763,-0.01286,-0.06632,0.02829,0.14780,-0.25554,-0.24527,-0.09285,0.00000,-0.31205,0.00000
-0.48646,-0.01657,-0.11650,-0.13857,0.04130,-0.30410,-0.23537,-0.11296,0.00000,-0.33113,0.00000
-0.48543,-0.00881,-0.07080,-0.01364,-0.01666,-0.21244,-0.12110,-0.06326,0.00000,-0.23352,0.00000
-0.32338,-0.00346,-0.02917,-0.15755,0.03214,-0.08524,0.01949,-0.02162,0.00000,-0.11405,0.00000
-0.02145,0.01163,0.11189,-0.13666,0.24351,0.10855,0.25444,0.05904,0.00000,0.13740,0.00000
0.43814,0.03037,0.30710,-0.06850,0.30150,0.32492,0.43578,0.19653,0.00000,0.34731,0.00000
0.39495,0.03773,0.43404,-0.30875,0.26126,0.35230,0.28594,0.26763,0.00000,0.61765,0.00000
0.58107,0.04756,0.43014,-0.28024,0.29189,0.39492,0.36918,0.35117,0.00000,0.91446,0.00000
0.58267,0.05617,0.43526,-0.26475,0.38479,0.54081,0.29215,0.46759,0.00000,1.10444,0.00000
0.59733,0.04520,0.30919,-0.24364,0.34870,0.34780,0.23493,0.34917,0.00000,0.62529,0.00000
0.51218,0.05665,0.34658,-0.26330,0.41877,0.38596,0.35356,0.32346,0.00000,0.65014,0.00000
0.64636,0.09255,0.48937,-0.17592,0.52738,0.55838,0.47341,0.35644,0.00000,0.91022,0.00000
0.93923,0.08380,0.67868,-0.09466,0.47782,0.81615,0.57725,0.35505,0.00000,0.94898,0.00000
1.24217,0.07879,0.63307,-0.08820,0.45363,0.76735,0.54850,0.33946,0.00000,0.75691,0.00000
1.25825,0.08303,0.46812,-0.17707,0.53699,0.53449,0.51966,0.33177,0.00000,0.67664,0.00000
0.75773,0.06126,0.25764,-0.15960,0.52260,0.24301,0.37668,0.20446,0.00000,0.41555,0.00000
0.69159,0.04313,0.19593,-0.14971,0.50562,0.09003,0.25978,0.15088,0.00000,0.34911,0.00000
0.67193,0.03342,0.11058,-0.17916,0.72737,0.00555,0.18400,0.11413,0.00000,0.22561,0.00000
0.60613,0.01990,0.02796,-0.05055,0.67514,0.06935,0.16700,0.06503,0.00000,0.13483,0.00000
0.47351,0.01108,0.05939,-0.03867,0.81975,0.05055,0.16400,0.07577,0.00000,0.11630,0.00000
0.60684,-0.00139,0.09282,-0.08202,0.83880,0.00312,0.10617,0.02830,0.00000,0.11899,0.00000
0.71492,0.00768,0.14853,0.04692,0.93099,0.11004,0.10592,0.07569,0.00000,0.16373,0.00000
0.88795,0.03222,0.15700,0.07853,0.75444,0.15651,0.12649,0.12021,0.00000,0.24365,0.00000
0.87422,0.02465,0.09635,0.01407,0.60742,0.01621,0.01901,0.07571,0.00000,0.04537,0.00000
0.80699,0.04166,0.05698,-0.07475,0.99110,-0.00866,-0.01907,0.12457,0.00000,0.11128,0.00000
0.77415,0.03080,0.06460,-0.05872,0.98499,0.00223,-0.13910,0.15186,0.00000,0.13159,0.00000
0.68685,-0.00054,0.01234,-0.05600,0.78192,-0.01247,-0.15358,0.08018,0.00000,0.04344,0.00000
0.79220,0.00620,0.06927,-0.00723,0.68369,0.08846,-0.07502,0.13556,0.00000,0.13518,0.00000
0.82083,0.00975,0.07015,0.03804,0.82813,0.14381,-0.07099,0.08434,0.00000,0.16274,0.00000
0.77459,0.01633,0.12838,0.12765,0.99587,0.28285,0.08975,0.11134,0.00000,0.29715,0.00000
0.81061,0.34002,0.15745,0.17897,1.11515,0.26578,0.13611,0.12840,0.00000,0.39923,0.00000
0.76127,0.72883,0.09969,0.11213,1.07780,0.26141,0.10602,0.09216,0.00000,0.30752,0.00000
