0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01328,2.44346,2.29301,2.32733,2.23075,2.38525,2.11803,2.06630,1.85836,1.78928,1.56906,1.69568,1.55769,1.91018,1.71616,1.72659,1.71109,1.68948,1.63612,1.52857,1.50549,0.00000,0.00000,0.00020,0.00019,0.00017,0.00017,0.00016,0.00017,0.00019,0.00021
1.68181,1.61069,1.63598,1.50696,1.72849,2.17603,2.23692,2.04737,1.47411,1.19698,1.18914,1.35742,1.41127,6.68657,6.32460,6.68588,5.89912,4.71332,4.60995,3.93326,3.54613,3.30688,3.02952,4.80525,5.04573,4.92289,4.08526,3.97468,3.95284,3.77744,3.81643,3.88902,3.84853,4.13077,3.77962,3.89738,3.98081,3.49870,3.92307,3.70875,3.76487,3.75415,3.47576
9.01978,8.68642,8.91941,7.33053,8.47310,8.41200,8.15027,7.99929,8.45506,7.12180,7.13788,7.68722,7.07644,7.27127,7.47485,6.97150,7.11394,7.16443,7.31544,8.33884,8.47085,8.96755,9.55289,9.52561,10.49632,10.16014,10.33913,10.43083,10.14914,10.80411,10.87891,10.06648,10.05822,10.03461,9.33752,9.30920,9.77367,9.86824,9.73048,10.42799,8.55924,9.42447,10.70762
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02091,0.02299,0.02387,0.02338,0.02501,0.02657,0.02773,0.02923,0.03335,0.03287,0.02724,0.02651,0.04661,0.03549,0.03879,0.03153,0.03139,0.02280,0.02539,0.01877,0.01896,0.05234,0.05115,0.04889,0.04872,0.06002
3.70110,3.62912,3.98807,4.57909,4.81908,3.82916,3.92492,4.57228,4.31766,2.45294,2.10168,2.04607,1.62011,1.73795,1.81455,2.03867,2.06833,2.17094,1.84121,1.07103,0.79466,0.72183,0.59629,0.46282,0.52598,0.57606,0.55029,0.53039,0.36539,0.31594,0.32543,0.31781,0.25982,0.27175,0.91176,1.03166,1.43077,1.81401,1.75723,1.99037,1.31740,1.53245,1.16185
0.00000,0.00000,0.00000,0.00000,0.01025,0.97626,1.42852,1.47749,1.84243,1.98111,1.96199,2.10841,2.18553,2.77303,2.65752,2.90316,2.91731,2.84521,3.00366,3.17787,3.19624,3.60511,3.69541,3.74885,4.47952,4.52907,4.74189,5.09790,5.05409,5.49029,5.59386,5.96101,6.47864,6.77655,7.17211,7.84086,7.76386,8.09313,8.15508,8.40598,7.23551,6.81068,6.59858
17.13982,18.72008,18.66277,18.30408,17.41421,21.60428,24.55417,24.42933,23.90703,27.67307,29.00096,29.15005,30.26551,35.35167,35.20076,34.07132,33.01690,32.41294,33.36584,32.42398,35.13465,35.31331,33.08525,33.12543,30.43532,31.76120,31.79764,26.50587,28.25764,26.49812,29.33119,28.09891,27.45634,27.54411,29.15979,31.07593,28.54223,27.55853,26.89484,28.27254,33.76798,32.01576,29.63799
8.09707,8.11194,9.05608,9.00857,9.51663,9.97831,8.84350,9.97911,9.73223,10.58692,9.77445,10.70855,10.52399,10.84271,11.50030,12.31348,12.85236,13.70251,14.42761,16.41608,16.03066,15.15158,16.29888,16.21082,17.94436,16.68462,16.47918,18.95689,17.75453,19.78505,17.70711,19.08847,17.92618,16.68618,17.77986,16.96750,16.56831,17.05623,17.05548,15.23365,10.44067,9.36384,10.27496
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00123,0.00000,0.00000,0.00000,0.00000,0.00301,0.00280,0.00277,0.00372,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17.46054,16.49904,16.05510,17.09070,17.08073,15.37271,15.82744,15.73837,17.13983,17.07796,16.56173,19.35048,18.96509,27.22278,26.62551,25.71008,27.21370,28.01665,26.71618,25.87606,24.40560,24.81650,24.77066,24.10203,26.26027,25.79156,26.16561,27.06639,27.96079,25.88864,27.27671,28.34813,28.92033,29.29197,27.84522,26.67507,28.23055,29.40087,28.09300,28.90355,27.92791,29.26106,28.25580
0.16711,0.16891,0.19374,0.19167,1.03715,1.08001,1.16931,1.22166,1.16474,1.27452,0.69688,0.37331,0.34543,0.26582,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
