0.35601,0.01713,0.00000,-0.03199,0.00000,0.16143,-0.11669,0.02218
0.29848,0.01202,0.00000,-0.06601,0.00000,0.05724,-0.00062,0.03055
0.19416,-0.02212,0.00000,-0.26535,0.00000,-0.02724,-0.00904,-0.11442
0.29372,-0.04174,0.00000,-0.19799,0.00000,-0.05931,0.24719,0.01142
0.47672,-0.00566,0.00000,-0.16196,0.00000,-0.00733,0.05416,0.12070
0.46094,0.00893,0.00000,-0.21140,0.00000,0.00097,0.05299,0.51676
0.41378,-0.05501,0.00000,-0.28012,0.00000,-0.00097,0.06677,0.35830
0.28731,-0.08223,0.00000,-0.30155,0.00000,-0.05697,0.01942,0.09624
0.27974,-0.06271,0.00000,-0.20569,0.00000,0.15127,0.26623,0.36825
0.38089,-0.08633,0.00000,-0.12294,0.00000,0.20268,0.29016,0.63176
0.24198,-0.09577,0.00000,-0.22151,0.00000,-0.04602,0.03117,0.23211
0.28101,-0.12421,0.00000,-0.24982,0.00000,-0.20346,0.04169,0.28024
0.30969,-0.15367,0.00000,-0.20466,0.00000,-0.22616,-0.00418,0.12095
0.23046,-0.15024,0.00000,-0.15953,0.00000,-0.11304,-0.11155,0.02574
0.15676,-0.12191,0.00000,0.02832,0.00000,-0.10582,-0.08311,0.01685
0.09161,-0.14909,0.00000,-0.01437,0.00000,-0.08026,-0.26503,0.00422
0.09333,-0.12686,0.00000,-0.01715,0.00000,-0.17800,-0.31958,-0.00137
0.03413,-0.13908,0.00000,0.02328,0.00000,-0.26419,-0.30072,-0.10627
0.03415,-0.10222,0.00000,0.05337,0.00000,-0.23350,-0.21494,-0.10155
-0.07658,-0.08249,0.00000,0.13072,0.00000,-0.27401,-0.18381,-0.07255
-0.14118,-0.06773,0.00000,-0.10916,0.00000,-0.31107,-0.29371,-0.08762
-0.16339,-0.00769,0.00000,-0.14102,0.00000,-0.26387,-0.27897,0.01227
-0.11534,-0.01352,0.00000,-0.08269,0.00000,-0.12605,-0.19758,0.16937
0.01098,0.07321,0.00000,0.00606,0.00000,0.07657,0.00093,0.33091
0.22151,0.14403,0.00000,0.17628,0.00000,0.12095,0.09213,0.46338
0.39424,0.12824,0.00000,0.23018,0.00000,-0.07726,0.08599,0.31732
0.70720,0.11283,0.00000,0.23141,0.00000,-0.01321,0.15065,0.50777
1.15804,0.18847,0.00000,0.29133,0.00000,-0.06914,0.33513,0.55361
1.06114,0.10919,0.00000,0.25678,0.00000,-0.08843,0.41806,0.30940
1.02032,0.13035,0.00000,0.29202,0.00000,0.04043,0.50573,0.33960
0.79660,0.12581,0.00000,0.39052,0.00000,0.15147,0.51803,0.43359
0.94836,0.08687,0.00000,0.40345,0.00000,0.34746,0.67642,0.52282
1.00103,0.02267,0.00000,0.69587,0.00000,0.41728,0.76784,0.42685
0.78768,0.00886,0.00000,0.75421,0.00000,0.35174,0.81552,0.31343
0.47519,-0.01166,0.00000,0.52307,0.00000,0.23348,0.57301,0.17836
0.40929,-0.02583,0.00000,0.59246,0.00000,0.15900,0.57874,0.19885
0.49517,-0.03078,0.00000,0.73097,0.00000,0.15533,0.59233,0.14247
0.44102,-0.02101,0.00000,0.57174,0.00000,0.22500,0.51355,0.14903
0.53061,-0.02599,0.00000,0.65553,0.00000,0.24356,0.50121,0.14781
0.42469,-0.03371,0.00000,0.67914,0.00000,0.26287,0.58725,0.14244
0.41535,-0.02078,0.00000,0.66706,0.00000,0.35801,0.69425,0.23881
0.42382,-0.00904,0.00000,0.48011,0.00000,0.40149,0.62121,0.34514
0.42515,-0.02318,0.00000,0.38402,0.00000,0.27062,0.36455,0.20606
0.46763,0.01012,0.00000,0.42778,0.00000,0.20125,0.33483,0.16845
0.54728,0.05115,0.00000,0.48045,0.00000,-0.01660,0.41305,0.18770
0.41054,0.02858,0.00000,0.36735,0.00000,-0.05515,0.25997,0.19430
0.45304,0.03822,0.00000,0.39961,0.00000,0.07525,0.26317,0.32003
0.32670,0.03191,0.00000,0.45961,0.00000,0.08871,0.21591,0.26223
