0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00388,0.00450,0.00408,0.00526,0.00503,0.00403,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00035,0.00025,0.00035,0.00016,0.00015,0.00015,0.00014,0.00013,0.00014,0.00013,0.00009,0.00012,0.00009,0.00009,0.00004,0.00006,0.00003,0.00000,0.00000,0.00000
0.02221,0.02137,0.02580,0.02858,0.02846,0.02225,0.01887,0.01866,0.02287,0.01846,0.01811,0.02002,0.01967,0.00999,0.01069,0.01185,0.01068,0.01135,0.01502,0.01855,0.01738,0.01482,0.01471,0.01921,0.01875,0.01805,0.02215,0.02383,0.02602,0.02960,0.03307,0.03156,0.03854,0.03396,0.03938,0.03787,0.04118,0.04345,0.03991,0.04736,0.04761
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01147,0.01032,0.00931,0.00636,0.01704,0.01726,0.01713,0.01806,0.01640,0.01707,0.01781,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01118,0.00893,0.00893,0.00691,0.00711,0.00664,0.00579,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00726,0.00739,0.00745,0.00686,0.00620,0.00550,0.00533,0.00466,0.00495,0.00651,0.00606,0.00618,0.00620,0.00543,0.00729,0.00749,0.00741,0.00793,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00054,0.00066,0.00100,0.00109,0.00140,0.00230,0.00174,0.00205,0.00176,0.00675,0.00431,0.00461,0.00534,0.00444,0.00580,0.00515,0.00670,0.00586,0.00883,0.00912,0.00830,0.00638,0.00857,0.00690,0.00373,0.00525,0.00538
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07431,0.07128,0.07424,0.07556,0.07623,0.08290,0.07253,0.06341,0.05806,0.05566,0.05919,0.06064,0.05129,0.04184,0.04533,0.04500,0.04319,0.03854,0.03877,0.04578,0.04429,0.02874,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00736,0.00758,0.00712,0.00647,0.00715,0.00666,0.00718,0.00513,0.00530,0.00581,0.00581,0.00616,0.00505,0.00621,0.00582,0.00613,0.00630,0.00806,0.00354,0.00464,0.00464,0.00577,0.00567,0.00566,0.00498,0.00548,0.00611,0.00435,0.00446,0.00399,0.00453,0.00292,0.00263,0.00262,0.00256
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02663,0.02837,0.02918,0.02270,0.02514,0.02983,0.03206,0.01960,0.01810,0.01632,0.01615,0.01526,0.02305,0.02262,0.02673,0.02850,0.02869,0.02770,0.02457,0.02370,0.01869,0.01983,0.02078,0.01905,0.02092,0.01977,0.01991,0.02303,0.02441,0.02598,0.02468,0.02512,0.02005,0.01539,0.01306
