3.19116,2.75489,2.93054,2.55957,2.75947,3.34299,3.99998,4.52885,4.55571,4.30749,4.90437,4.43041,3.40762,4.13878,3.83298,3.26577,3.74474,5.48562,5.83526,4.35475,4.40497,3.31553,1.81953,1.72366,2.64724,3.95918,5.71663,6.65822,6.52715,6.19690,4.81862,5.01224,4.35184,3.99559,3.70472,3.92784,2.54603,2.52397,2.56239,2.88523,2.75995,0.96745,0.86210,0.78938
0.44097,0.51871,0.61860,0.81124,1.79497,1.83746,2.00328,2.01073,2.01611,1.27170,1.27071,1.12855,1.15526,3.00018,3.17791,2.82722,3.37733,3.65304,4.99421,5.32793,4.81792,4.22277,3.49755,2.44086,3.12822,2.99275,2.61483,2.76148,2.46293,2.24537,2.23161,2.56179,2.73264,2.85133,3.08091,3.39860,2.57868,2.95219,3.04794,2.99580,3.36984,0.95314,0.88235,0.23664
9.60774,8.25055,8.33155,9.07043,7.74092,8.61759,8.50307,7.95226,9.70729,9.93731,11.12158,11.05377,11.09441,13.34163,14.00413,14.55107,13.37716,13.47969,14.04647,14.54460,15.77037,16.40883,18.14293,17.73387,16.70307,14.58215,12.37667,11.54742,11.48507,11.36286,12.49368,13.77957,14.22556,14.62590,13.81817,15.27926,15.57931,15.57594,14.41791,13.70031,11.16540,2.28346,3.09647,2.90807
4.32411,4.23702,3.21125,2.61699,3.51640,2.76022,3.25720,3.46167,3.47197,3.10673,1.74580,2.29810,3.19123,4.86544,5.54929,4.90894,5.56988,5.28460,5.56881,5.72143,5.59623,5.28181,6.16364,6.21971,5.94670,5.26474,4.84333,4.30021,4.38501,3.83082,3.72689,3.34197,3.12058,3.00984,3.01500,3.04928,2.98528,3.19766,3.17472,3.15377,3.25211,2.13676,1.33793,1.34098
2.64342,3.81180,4.55865,5.43460,6.14366,4.03120,3.90673,5.06840,5.32771,3.71662,3.02533,2.94492,2.76581,6.35494,6.09215,6.62305,6.23991,6.68103,5.85774,4.27977,3.91652,4.45840,4.57358,4.12980,3.93002,4.28515,4.38591,4.54231,4.69896,4.27842,4.49187,4.81070,4.29314,5.31807,5.02744,3.65475,3.53822,3.35461,3.33045,3.28856,1.75454,0.00000,0.00000,0.00000
9.08037,8.52995,8.52930,9.12275,8.04996,9.15721,10.31555,10.43715,10.79156,10.77214,10.78428,10.63364,10.51495,13.54050,13.76379,14.15991,13.81424,12.21505,12.51427,12.25930,11.49131,12.84138,12.59010,13.02206,12.28109,12.00583,13.29528,15.97828,15.28606,15.63881,15.52650,15.57498,16.16435,15.24751,14.75579,14.82057,14.40421,14.40942,15.10517,14.54310,13.23265,0.00000,0.00000,1.30436
3.28659,3.52853,3.82864,4.62622,5.23465,5.92039,6.91592,5.91365,5.14385,4.81559,4.65360,4.69221,4.62533,10.65017,11.74740,11.29770,11.53329,11.24781,11.33057,11.36906,12.69027,11.54810,10.41298,10.86284,9.15756,8.97689,9.02393,7.96947,8.92722,10.86365,10.09198,10.55653,11.07763,11.65737,12.24429,11.35595,11.53487,11.66634,11.64093,12.30075,14.04135,4.57212,4.39627,4.91809
7.78231,9.07325,8.51156,9.49121,9.75857,9.22524,8.98886,9.99856,10.08642,11.03227,11.33759,12.72849,11.70335,15.96928,16.97255,17.68117,16.54735,17.23499,16.32610,15.68312,14.85608,15.11917,14.85756,14.71929,14.70078,15.30813,15.46620,15.13399,15.84340,16.66379,16.32379,16.13947,15.68635,15.02237,15.31429,15.15708,15.94864,14.95912,15.16297,14.72945,14.78758,2.37966,2.37226,1.84905
4.08908,4.80122,4.63295,4.50412,4.67434,4.68336,4.88390,5.17841,4.83274,5.65881,5.85104,6.03461,6.39564,8.48636,7.63935,6.71029,7.29219,7.89568,7.69037,8.72141,8.54872,8.10502,8.98604,9.21916,9.21282,10.17688,8.43412,8.16705,8.73813,8.89062,8.99682,8.63284,8.18288,8.68121,8.08047,8.81006,9.16350,9.10301,0.58657,8.82668,8.09888,0.29518,0.28572,0.45995
8.53045,7.66960,5.86031,4.48983,4.45983,5.28830,6.39963,7.71432,9.45184,9.50836,9.95379,8.76799,8.37861,11.35826,11.63228,12.77007,12.88245,11.06986,10.51962,11.71880,11.83467,12.92501,12.08092,11.66979,12.54246,12.86311,13.29843,12.74877,12.28003,14.86263,15.38423,14.93257,15.43766,14.69136,15.41013,14.81505,15.78020,15.01111,14.96154,15.34443,18.20843,8.01192,7.32476,8.00061
2.98627,3.39297,3.63309,3.50716,3.07114,3.02407,4.27359,3.95856,3.23913,3.81607,4.13399,3.99370,4.36506,4.97273,4.69290,4.40005,4.62692,4.76329,4.29910,4.88727,4.60364,4.20470,5.31183,4.72410,5.80617,6.06091,4.94315,4.22659,4.06453,3.42387,3.42493,3.48295,3.72368,3.66048,3.63844,4.64138,4.23356,4.27784,4.94610,3.99864,4.80554,0.59673,0.62619,0.00000
