0.00000,1.96191,1.15311,4.56984,2.16115,0.76895,0.15472,0.00000,0.00000,0.00000,0.70839,0.28493,0.20946,2.55118,2.72831,4.30216,1.34960,1.59716,3.79731,1.06750,1.72083,1.93181,1.26351,1.19697,1.02401,1.34730,0.30184,4.07485,6.42191,5.98494,7.27946,7.10986,5.00613,5.44827,5.50549,3.12949,2.22675,2.36874,1.91890,1.72470,1.88663,2.55206,2.62504
6.00627,4.56275,5.60409,4.33360,5.49706,6.76570,3.11165,1.79115,1.86463,4.87773,2.50378,2.62054,2.37712,9.42292,5.46828,7.42272,10.05852,11.97675,9.36968,3.60125,5.05541,3.95674,6.86642,8.51210,9.46532,12.18442,14.01540,10.44253,13.63309,16.34149,12.47209,8.80106,7.86658,6.76061,7.52937,7.05018,2.40947,3.61242,7.51041,9.34168,9.67927,9.66712,9.79087
10.33780,8.35147,12.17272,14.18869,9.13033,12.36263,18.17256,18.24380,22.70704,21.42337,20.40878,19.53678,24.05648,27.57813,32.19228,29.68194,22.50425,22.52303,15.83275,15.57153,16.94078,21.58974,27.60159,26.67761,26.91556,19.78697,21.21131,14.15363,12.92099,13.56238,12.55289,11.24295,14.35129,14.22247,15.88680,11.90334,12.92589,11.80331,14.84113,11.28917,11.00445,9.48373,10.63830
1.59172,3.73068,3.90229,3.19049,2.92696,4.81245,3.59070,2.25493,1.71403,5.46912,4.99163,3.14685,0.68725,3.37157,2.67756,2.79761,3.46758,4.85134,3.51641,4.12130,6.00533,0.12191,1.53067,2.28693,3.67070,3.05812,2.42864,2.33013,3.76478,3.06399,2.93791,3.06956,2.06824,1.88431,1.47812,6.07127,6.35533,6.48191,7.08706,5.49781,4.62942,3.52706,3.41020
2.51114,2.46946,4.21648,4.93272,9.09609,10.10460,9.19590,7.70795,4.61168,3.04232,5.91070,2.45742,0.00000,0.91312,1.75589,0.15665,0.00000,2.78197,4.19488,1.55524,0.39837,0.00000,0.00000,3.29059,0.79573,2.94631,4.43343,7.41729,6.93731,2.34584,3.10205,6.06645,5.59560,6.45661,3.80212,4.72189,3.42509,3.29789,3.15840,3.13505,1.50872,1.47083,0.51503
11.93364,9.43341,9.43387,3.02166,4.69365,1.02595,2.01795,9.10512,12.90136,2.38119,6.63035,10.10260,9.34060,15.34866,10.42901,14.48247,19.30509,14.56743,16.28425,23.31899,17.02863,19.02159,19.64663,13.26077,8.46751,16.71094,11.00684,17.79206,17.95276,15.95522,18.85591,21.99349,23.46289,21.48950,17.43569,17.47507,19.46518,19.52837,15.38588,13.31113,9.60721,5.94691,3.56272
7.99578,5.42853,2.49953,3.02740,2.89586,5.28731,5.42153,5.12729,6.89737,8.38083,8.89848,10.73182,15.66513,19.77495,20.51273,20.30027,23.27493,28.97418,32.98067,32.93495,33.28694,30.41147,27.12522,30.50322,29.37265,25.47428,24.82444,16.20763,12.82922,12.93114,15.40581,9.20921,8.80738,8.74437,15.04180,18.81593,17.97469,14.03349,12.49220,12.92900,14.97973,15.72018,14.01184
3.33704,4.37711,8.85730,17.66368,16.91014,12.78077,11.14310,10.20992,9.14017,7.92113,9.44971,10.36839,10.09335,9.14538,12.80636,13.36264,6.10637,3.69392,4.84272,6.38911,3.62329,3.60602,4.37255,5.70614,4.06602,7.35734,8.19991,13.55361,9.98373,7.80234,7.98480,10.18350,9.54686,9.62280,9.24167,8.16140,10.49014,8.61840,7.27814,4.33000,2.12758,3.67732,5.26122
0.76634,0.40019,0.00000,0.24627,0.00000,0.00000,0.00000,1.39268,1.36315,0.95626,0.93548,0.98207,0.80814,0.40367,0.09221,0.33512,0.00000,0.00000,0.00000,0.00000,0.74838,0.00000,0.00000,0.00000,0.28288,0.33835,0.37993,0.00000,0.00948,0.30549,0.36785,0.37051,0.00000,0.00000,0.00000,1.70049,3.94283,4.56406,0.00000,4.21885,3.15436,2.88695,1.09958
7.44280,8.37780,7.55769,9.17538,6.53725,7.43772,12.50580,9.16469,11.92899,12.20881,7.87490,5.91146,1.40710,2.31668,4.88109,2.81696,1.45456,2.00263,1.08273,6.63055,7.74545,10.41104,4.85190,5.48984,6.81532,7.37455,9.88029,11.98324,15.03572,15.64291,13.78238,18.27904,21.33305,22.32446,21.65885,21.01547,20.45012,23.88930,23.53076,26.19760,27.14317,26.93857,28.26946
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.91048,0.46722,0.77304,0.79471,0.80252,0.11856,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04582,0.00000,0.53447,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.58256,0.64506,0.60220,0.96502,0.81469,0.81105
