1.44896,1.49280,1.59244,1.70108,1.58089,1.55150,1.54377,1.59571,1.51453,1.52533,1.69944,1.75785,1.61342,2.65267,2.83597,2.78374,2.79277,2.77660,2.76447,2.54901,2.51605,2.48423,2.21600,2.12911,2.20235,2.24077,2.15945,2.17295,2.17822,2.16633,2.59510,2.61982,2.49252,2.26858,2.11472,2.42132,2.25836,2.39958,2.34922,2.29091,2.05850,2.16894,2.26107,2.25990
3.81913,3.97970,4.06676,4.04173,4.11354,4.20140,4.26837,4.23037,4.03692,4.58529,4.61904,4.42504,4.46475,8.10652,7.76411,8.42498,8.63469,7.79555,7.96114,7.71828,7.79403,8.07162,8.35036,9.78435,10.23209,9.74223,10.09861,10.01055,10.29080,10.15541,10.29376,10.10599,9.92215,10.52387,9.95098,9.68469,10.03572,10.11198,10.32199,10.32221,10.64183,10.65915,10.73174,10.70481
5.76041,5.72739,5.98691,6.14370,5.87124,6.14697,6.55351,6.58959,6.72530,6.60067,6.72775,7.03537,7.20774,8.27438,8.51074,8.49473,8.19042,7.91333,7.88398,8.20475,8.67698,8.64439,9.24452,9.26083,9.11851,8.93197,9.02753,8.56591,8.75888,8.91265,8.62506,9.11443,9.55685,9.89248,10.12598,9.71702,9.96425,10.05902,9.91475,9.53844,9.54546,10.48111,11.20648,10.64880
9.45750,9.79693,9.54781,8.97319,8.55053,8.76601,9.72836,9.62527,8.96970,9.42137,9.05814,9.26603,9.54723,10.33494,9.88491,9.45952,9.26486,9.09973,9.21774,9.39199,9.21405,8.90557,9.39515,9.54464,9.83990,10.16343,9.48778,9.04051,8.95588,8.70990,7.92069,8.01359,7.51781,7.03997,6.83880,7.54130,7.51829,7.50692,7.93492,7.51650,8.08135,7.33226,7.49955,6.96800
9.35268,9.60544,9.77752,10.60065,11.61466,11.09023,10.27682,10.82914,9.92087,9.75378,10.14522,9.88371,9.74478,10.54276,10.51743,10.28925,10.08414,10.80379,9.65619,8.40011,8.00545,7.82585,6.85727,6.43255,6.67385,7.30365,7.22166,7.52353,6.55609,6.01930,6.06204,6.05447,5.71146,6.30868,5.96347,5.28312,5.40040,5.01707,4.51441,4.33315,2.63153,2.81131,2.04560,2.26940
14.20335,13.70029,12.98044,12.98303,12.76678,13.18492,11.83401,11.68077,12.95244,12.43782,12.77170,13.77538,13.97890,15.65661,15.56273,15.72549,15.60779,15.11781,15.34974,15.66380,15.04257,15.58290,15.53987,15.52711,14.32392,14.27712,14.71141,16.65206,16.30397,16.36256,16.57622,16.82721,16.92850,16.20661,15.76694,15.86474,15.38798,15.96564,15.86312,15.80056,13.83997,13.22408,12.96636,13.65900
10.21931,10.20884,9.94409,9.16939,9.09858,9.82129,10.39736,10.21313,9.74108,10.38556,10.42475,10.52972,10.96513,13.55952,13.92853,13.79109,14.20937,14.18192,14.61798,15.05012,16.17686,16.72105,15.85645,16.31241,15.40750,15.89958,15.44264,14.36992,14.58858,15.13708,15.07628,14.31807,14.17358,14.23542,15.21106,15.70966,14.72071,14.25537,13.76079,14.21404,15.12900,14.34585,13.94212,13.16644
9.84414,9.74588,9.99925,10.13849,10.36952,10.21446,9.25190,9.69588,9.52019,9.46394,8.92615,9.39867,9.38441,10.37152,11.00471,11.19166,10.87989,10.73379,10.53297,10.64244,10.61899,10.36582,10.26000,10.25437,10.31857,10.39576,10.23572,10.53359,10.38443,10.55769,10.51720,10.51635,10.39646,9.80829,9.95033,9.44498,9.76895,9.58416,9.77847,9.30701,8.08625,7.63861,7.91905,8.03856
1.04234,1.13268,1.16777,1.14262,1.18648,1.37417,1.43891,1.54415,1.74555,1.85302,1.77243,1.88064,1.77952,2.33038,2.17892,2.04613,2.15473,2.26362,2.23455,2.42098,2.65754,2.48702,2.69416,2.75547,3.01961,3.21859,3.03918,2.87553,2.92965,2.90850,2.97033,2.88385,2.76749,2.84287,2.63933,2.91217,3.07645,3.03640,3.21386,2.90845,2.98088,2.80097,2.61807,2.41593
12.56569,12.71866,12.74260,12.76864,12.56000,12.46806,14.06555,13.59000,15.19755,14.74899,14.77978,13.76694,12.53587,13.92154,13.95308,13.69058,13.79779,14.10435,14.67514,14.69050,14.52425,14.48543,14.34594,14.02906,14.13335,13.30515,14.22718,14.23744,15.07286,15.05001,15.62657,16.22857,16.80407,17.46152,18.07804,17.13753,18.01117,18.07995,18.49784,19.50722,21.48625,23.16426,23.99624,23.42797
2.41205,2.82296,2.84486,2.55994,2.49086,2.64638,3.09904,2.97830,2.65753,2.88497,3.08204,3.02221,3.07425,3.23917,3.07873,2.82943,3.04978,3.13893,2.98620,3.22004,3.02642,2.82326,3.13125,2.97642,3.42813,3.64709,3.26131,3.15897,3.17651,3.14585,3.10161,2.92500,2.84818,2.93535,2.81549,3.31774,3.31516,3.29218,3.58188,3.31256,3.54605,3.05128,2.95783,2.75085
