0.34727,0.01693,0.00000,-0.10949,1.00955,0.18477,0.02121,0.04546
0.29478,0.01653,0.00000,-0.17102,0.81363,0.11593,-0.00369,0.04876
0.19918,-0.01340,0.00000,-0.39795,0.46360,0.02878,-0.07575,-0.08957
0.27128,-0.03916,0.00000,-0.34740,0.57205,-0.01274,-0.00605,-0.00305
0.51881,-0.01950,0.00000,-0.26168,0.44585,-0.01083,0.02322,0.06830
0.49479,-0.00359,0.00000,-0.30591,0.23906,-0.00480,0.13829,0.39879
0.43215,-0.05461,0.00000,-0.40283,0.25053,-0.00203,-0.04171,0.27062
0.26161,-0.07753,0.00000,-0.42776,0.22594,-0.05515,-0.26085,0.04814
0.24825,-0.05880,0.00000,-0.32987,0.25215,0.07550,-0.12726,0.26609
0.36025,-0.08089,0.00000,-0.19752,0.20840,0.12013,-0.13797,0.43907
0.24809,-0.09013,0.00000,-0.30028,0.17338,-0.04069,-0.39882,0.12775
0.27503,-0.11380,0.00000,-0.35549,0.14066,-0.16271,-0.47617,0.15508
0.33757,-0.13999,0.00000,-0.30637,0.05665,-0.21364,-0.45011,0.04094
0.28483,-0.14089,0.00000,-0.26586,0.07133,-0.13524,-0.46995,-0.01961
0.16544,-0.12193,0.00000,-0.05855,0.08861,-0.12681,-0.46548,-0.00903
0.11887,-0.14171,0.00000,-0.10899,0.01432,-0.09746,-0.55439,-0.00462
0.12166,-0.11584,0.00000,-0.12688,0.07124,-0.10622,-0.51667,-0.00804
0.09098,-0.12570,0.00000,-0.05241,0.11696,-0.17504,-0.48755,-0.09597
0.11679,-0.09265,0.00000,-0.01873,0.04981,-0.13419,-0.37930,-0.08652
-0.00309,-0.08200,0.00000,0.07741,-0.01313,-0.15099,-0.31808,-0.05490
-0.07581,-0.07412,0.00000,-0.22891,-0.04222,-0.16007,-0.42031,-0.07115
-0.10352,-0.01905,0.00000,-0.25702,-0.01873,-0.08222,-0.32471,0.02267
-0.06000,-0.01927,0.00000,-0.17741,0.00581,0.03508,-0.14844,0.19693
0.09667,0.05573,0.00000,-0.08634,0.06439,0.23132,0.19222,0.39490
0.34979,0.11624,0.00000,0.09984,0.16209,0.38623,0.32194,0.56447
0.53015,0.10186,0.00000,0.21199,0.08916,0.17795,0.29700,0.37336
0.92815,0.09503,0.00000,0.23263,0.24165,0.21261,0.35649,0.55968
1.47408,0.15303,0.00000,0.32913,0.32791,0.13252,0.62005,0.59891
1.35801,0.08396,0.00000,0.22773,0.39102,0.10947,0.40186,0.33539
1.28279,0.10267,0.00000,0.21914,0.40027,0.23007,0.46926,0.33809
0.95140,0.10086,0.00000,0.29417,0.42008,0.29810,0.50383,0.40339
1.09571,0.07578,0.00000,0.29984,0.54743,0.42708,0.68418,0.46745
1.15470,0.02748,0.00000,0.76815,0.54895,0.42706,0.74901,0.38553
0.85233,0.01361,0.00000,0.80975,0.36119,0.36939,0.65478,0.26449
0.50396,-0.00762,0.00000,0.52898,0.21993,0.22530,0.49147,0.11012
0.39876,-0.02252,0.00000,0.64424,0.16426,0.13787,0.53627,0.11232
0.45704,-0.02424,0.00000,0.75173,0.03692,0.09298,0.53797,0.05423
0.37327,-0.00884,0.00000,0.51607,0.04595,0.15461,0.45983,0.05573
0.42368,-0.00950,0.00000,0.59871,0.02923,0.17825,0.40443,0.04946
0.29910,-0.01444,0.00000,0.62690,-0.01048,0.18748,0.35961,0.04784
0.26649,-0.00739,0.00000,0.62735,-0.03549,0.25768,0.48210,0.13018
0.24386,-0.00049,0.00000,0.44859,-0.03772,0.28577,0.44473,0.23431
0.26731,-0.01760,0.00000,0.36860,-0.08689,0.19456,0.37062,0.13456
0.30268,0.01230,0.00000,0.36933,-0.14764,0.13554,0.35607,0.11988
0.37558,0.04568,0.00000,0.33727,-0.11174,-0.00941,0.35575,0.14977
0.30654,0.02722,0.00000,0.23749,-0.06989,-0.03365,0.26936,0.16157
0.36258,0.03535,0.00000,0.24557,-0.00241,0.05628,0.23109,0.29047
0.27863,0.03355,0.00000,0.28973,0.03051,0.08573,0.13397,0.24032
0.24355,0.04297,0.00000,0.29215,0.10866,0.20110,0.14217,0.30944
0.31063,0.04580,0.00000,0.55323,0.12678,0.24837,0.12249,0.39872
0.26710,0.02014,0.00000,0.47494,0.12241,0.21896,0.12259,0.24794
0.33032,-0.01090,0.00000,0.32434,0.09994,0.23930,0.07533,0.18035
0.36167,-0.02677,0.00000,0.48629,0.03933,0.22312,0.07785,0.15777
0.46483,-0.03928,0.00000,0.62957,0.05952,0.18259,0.05515,0.15024
0.65586,-0.04046,0.00000,0.86344,0.17666,0.21019,0.10302,0.29687
0.50241,-0.03836,0.00000,0.65506,0.15788,0.20580,0.01426,0.32747
0.47532,-0.04801,0.00000,0.58806,0.22103,0.33582,0.05627,0.33131
0.96888,-0.02565,0.00000,0.96080,0.27382,0.29397,0.14785,0.38162
0.97456,0.01118,0.00000,1.20451,0.20747,0.16524,0.19521,0.28704
0.66628,0.02581,0.00000,0.81616,0.12498,0.11318,0.11158,0.18512
0.67604,0.02735,0.00000,0.83177,0.05028,0.02805,0.09343,0.16289
0.58181,0.04834,0.00000,0.85953,0.17178,-0.02858,0.11539,0.08306
0.44235,0.07802,0.00000,0.65759,0.23915,-0.02385,0.06339,0.14303
0.51862,0.14974,0.00000,0.73814,0.36985,0.01029,0.15623,0.18114
0.46254,0.18431,0.00000,0.78073,0.36550,-0.02074,0.10382,0.15852
0.39790,0.22579,0.00000,0.77162,0.43280,-0.02185,0.07403,0.09903
0.20131,0.23176,0.00000,0.40138,0.45748,-0.03211,0.04608,0.02879
0.28353,0.21659,0.00000,0.49367,0.43923,-0.04523,0.14379,0.02909
0.27564,0.20374,0.00000,0.50700,0.26626,-0.09648,0.10980,-0.01856
0.19426,0.23258,0.00000,0.39498,0.24354,-0.01884,0.13804,-0.04989
0.27875,0.20053,0.17603,0.38554,0.39314,0.05825,0.15205,-0.01280
0.58551,0.19672,0.36095,0.58141,0.34506,0.10173,0.23985,0.10230
0.59965,0.22123,0.32288,0.61335,0.21553,0.14190,0.29321,0.16399
0.42660,0.14769,0.09293,0.46839,0.06895,0.11829,0.25116,0.21089
0.68578,0.14486,-0.04524,0.83600,0.08862,0.14849,0.34481,0.23826
0.77769,0.10389,-0.05320,1.03665,0.08767,0.15645,0.39465,0.24306
0.49863,0.01507,-0.10603,0.73030,-0.02795,0.10028,0.21217,0.18015
0.54168,-0.01258,-0.09871,0.59214,-0.07556,0.04467,0.23153,0.17297
0.46251,-0.05897,-0.31724,0.69955,-0.19004,-0.02980,0.13859,0.06148
0.48593,-0.03699,-0.35200,0.57400,-0.14006,-0.02748,0.09446,0.06763
0.47793,-0.04462,-0.30131,0.47950,-0.10025,-0.03861,0.16001,0.06027
0.45414,-0.06783,-0.35586,0.53965,-0.08887,-0.03468,0.22479,0.05118
0.49160,-0.03990,-0.33786,0.49738,-0.11189,-0.08801,0.24862,0.07944
0.41444,-0.06982,-0.30644,0.54533,-0.09485,-0.11900,0.20134,0.03608
0.12826,-0.11917,-0.38337,0.31714,-0.13646,-0.09942,0.06664,-0.10686
0.04961,-0.07438,-0.27841,0.23213,-0.10041,-0.08097,0.10909,-0.09210
-0.25041,-0.09458,-0.27693,-0.07740,-0.12296,-0.18275,-0.08194,-0.20403
-0.58244,-0.17303,-0.61896,-0.48227,-0.30943,-0.30104,-0.39007,-0.36391
-0.62041,-0.13609,-0.83278,-0.50564,-0.35653,-0.28942,-0.44164,-0.41320
-0.61322,-0.12087,-0.86168,-0.58625,-0.39325,-0.22736,-0.41279,-0.43286
